0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,stage,type,date_x,time_x,focal ID,Date_Time,experimenter,session_number,conspecific_ID,seq_num,sequence,true_sequence,phase,paired_status
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_08.txt,x,A,A,K,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,7.0,xAAK,AAK,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_09.txt,x,A,A,A,y,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,8.0,xAAAy,AAA,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_10.txt,x,A,A,P,A,y,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,9.0,xAAPAy,AAPA,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_11.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,10.0,xAAy,AA,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_12.txt,x,A,A,P,P,P,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,11.0,xAAPPP,AAPPP,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_13.txt,x,A,A,P,A,P,P,P,K,K,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,12.0,xAAPAPPPKK,AAPAPPPKK,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_14.txt,x,A,A,P,A,P,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,13.0,xAAPAP,AAPAP,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_16.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,14.0,xAAy,AA,1,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_45.txt,x,A,A,P,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,16.0,xAAP,AAP,3,partner
before_phees_2022-02-28_09-34-19_0000045_labelled_Wuschel_pheeseq_47.txt,x,A,A,y,,,,,,,,,,,,,,,before,phees,2022-02-28,09-34-19,Wuschel,2022-02-28 09:34:19,AT/MM,1.0,Olympia,17.0,xAAy,AA,3,partner
