comparison_id,pair_id,stage,context,repertoire_a_id,repertoire_b_id,individual_a,individual_b,receiver_a,receiver_b,session_a,session_b
comparison=e92cf873b7dfaa46474dc796,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=2,Odin,Nougatti,Lola,Tabor,5,2
comparison=4fd433011e770f6c8b2b70fc,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=3,Odin,Nougatti,Lola,Tabor,5,3
comparison=7d60e01e1334d3d751818a03,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=5,Odin,Nougatti,Lola,Tabor,5,5
comparison=bf5b39c7db152edfac0add5b,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=6,Odin,Nougatti,Lola,Tabor,5,6
comparison=96dec67096e68d375ecde2ee,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=3,Odin,Nougatti,Lola,Wuschel,5,3
comparison=04bf654da49dfc57aa7a4890,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=4,Odin,Nougatti,Lola,Wuschel,5,4
comparison=08b54e53377c52d74efeecb9,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=5,Odin,Nougatti,Lola,Wuschel,5,5
comparison=86131dc1705ee526ed02de2f,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=6,Odin,Nougatti,Lola,Wuschel,5,6
comparison=57b5f97c7c4b409c7c8748d8,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Tabor|stage=after|session=2,Odin,Nougatti,Lola,Tabor,6,2
comparison=71bb867423c775e9434e0f18,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Tabor|stage=after|session=3,Odin,Nougatti,Lola,Tabor,6,3
comparison=f8085dd20ffccf1100235b50,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Tabor|stage=after|session=5,Odin,Nougatti,Lola,Tabor,6,5
comparison=f26efa7f9adcb1fff17ae71b,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Tabor|stage=after|session=6,Odin,Nougatti,Lola,Tabor,6,6
comparison=9df63e70ae88293624ffad3b,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Wuschel|stage=after|session=3,Odin,Nougatti,Lola,Wuschel,6,3
comparison=aaa0fc3adf6d1532846a2dae,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Wuschel|stage=after|session=4,Odin,Nougatti,Lola,Wuschel,6,4
comparison=5410d6e16126ff53872cd93e,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Wuschel|stage=after|session=5,Odin,Nougatti,Lola,Wuschel,6,5
comparison=4587e9e3069afcc64f24043c,C,after,non-partner,focal=Odin|conspecific=Lola|stage=after|session=6,focal=Nougatti|conspecific=Wuschel|stage=after|session=6,Odin,Nougatti,Lola,Wuschel,6,6
comparison=819836393d7a4c70d29f7bbf,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Tabor|stage=after|session=2,Odin,Nougatti,Olympia,Tabor,1,2
comparison=28edaedfe5703086e9a30a3c,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Tabor|stage=after|session=3,Odin,Nougatti,Olympia,Tabor,1,3
comparison=391ff2fae3b290149dbb1776,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Tabor|stage=after|session=5,Odin,Nougatti,Olympia,Tabor,1,5
comparison=76215cd18d30b0072ba5a470,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Tabor|stage=after|session=6,Odin,Nougatti,Olympia,Tabor,1,6
comparison=7fc724d39a5635f42745f4ba,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Wuschel|stage=after|session=3,Odin,Nougatti,Olympia,Wuschel,1,3
comparison=3d90bfdeb77382a1a7a581d2,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Wuschel|stage=after|session=4,Odin,Nougatti,Olympia,Wuschel,1,4
comparison=843bb566593568c6d72e91e7,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Wuschel|stage=after|session=5,Odin,Nougatti,Olympia,Wuschel,1,5
comparison=5cac49b0c62234ea7829f66a,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=1,focal=Nougatti|conspecific=Wuschel|stage=after|session=6,Odin,Nougatti,Olympia,Wuschel,1,6
comparison=d296444d733668920442a4f0,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Tabor|stage=after|session=2,Odin,Nougatti,Olympia,Tabor,3,2
comparison=b18054603f689e7840fc4829,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Tabor|stage=after|session=3,Odin,Nougatti,Olympia,Tabor,3,3
comparison=c1d3610a71e211c98d59e9a2,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Tabor|stage=after|session=5,Odin,Nougatti,Olympia,Tabor,3,5
comparison=ac74f357de9bc083f6c7f583,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Tabor|stage=after|session=6,Odin,Nougatti,Olympia,Tabor,3,6
comparison=551d29d1f104e5193e747f2a,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Wuschel|stage=after|session=3,Odin,Nougatti,Olympia,Wuschel,3,3
comparison=9cc685365e101d3515d65eeb,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Wuschel|stage=after|session=4,Odin,Nougatti,Olympia,Wuschel,3,4
comparison=0d9949a4b4d663b295676ef8,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Wuschel|stage=after|session=5,Odin,Nougatti,Olympia,Wuschel,3,5
comparison=ebaea146d528e74f247dc2ef,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=3,focal=Nougatti|conspecific=Wuschel|stage=after|session=6,Odin,Nougatti,Olympia,Wuschel,3,6
comparison=16377e830add9c0abc0f56be,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Tabor|stage=after|session=2,Odin,Nougatti,Olympia,Tabor,4,2
comparison=2c0c8f5a05deab47ed10a84b,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Tabor|stage=after|session=3,Odin,Nougatti,Olympia,Tabor,4,3
comparison=5ee0dd5c1f06feaf147eef32,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Tabor|stage=after|session=5,Odin,Nougatti,Olympia,Tabor,4,5
comparison=265c02e15e5ef18de4f06e07,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Tabor|stage=after|session=6,Odin,Nougatti,Olympia,Tabor,4,6
comparison=02966dcd532c051c0570e2a6,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Wuschel|stage=after|session=3,Odin,Nougatti,Olympia,Wuschel,4,3
comparison=260748003e3029ab915375c2,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Wuschel|stage=after|session=4,Odin,Nougatti,Olympia,Wuschel,4,4
comparison=9a534cbd8957de60493db78a,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Wuschel|stage=after|session=5,Odin,Nougatti,Olympia,Wuschel,4,5
comparison=e42f1fea20832a7980ceaa03,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=4,focal=Nougatti|conspecific=Wuschel|stage=after|session=6,Odin,Nougatti,Olympia,Wuschel,4,6
comparison=5d69a366016ace25bf3a75e5,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=2,Odin,Nougatti,Olympia,Tabor,5,2
comparison=c401cb351e595fad149d297b,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=3,Odin,Nougatti,Olympia,Tabor,5,3
comparison=d23fd07fbba8ab2088fecde7,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=5,Odin,Nougatti,Olympia,Tabor,5,5
comparison=3d379b805764a290f1cd5879,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Tabor|stage=after|session=6,Odin,Nougatti,Olympia,Tabor,5,6
comparison=58b3390be6bf13eba5c5ad45,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=3,Odin,Nougatti,Olympia,Wuschel,5,3
comparison=46a8fcd70ae83fb334978553,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=4,Odin,Nougatti,Olympia,Wuschel,5,4
comparison=93e99a8d14a59efafeb4e19f,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=5,Odin,Nougatti,Olympia,Wuschel,5,5
comparison=4e503755460c1ba6312a5acd,C,after,non-partner,focal=Odin|conspecific=Olympia|stage=after|session=5,focal=Nougatti|conspecific=Wuschel|stage=after|session=6,Odin,Nougatti,Olympia,Wuschel,5,6
comparison=d426cf4489133dbebe80aca5,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Lola,Tabor,1,1
comparison=59557128afd820a518e4e546,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Lola,Tabor,1,3
comparison=74149188caeda0e9d352fe37,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Lola,Tabor,1,4
comparison=789a4d23712478b05d544d25,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Lola,Tabor,1,5
comparison=928730d3c0f16be512267915,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Lola,Tabor,1,6
comparison=9ec382ffcdd89b0f8e83710f,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Lola,Wuschel,1,1
comparison=0da8d8fcece721cbcdb38eb4,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Lola,Wuschel,1,2
comparison=b238c0f00eb39273d777b51c,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Lola,Wuschel,1,3
comparison=7b9145774c813cac365a86cc,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Lola,Wuschel,1,4
comparison=234dda1df902f5f500787fac,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Lola,Wuschel,1,5
comparison=284721764f10ac325efb9316,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Lola,Tabor,3,1
comparison=8d45703a260b5f48561b8d32,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Lola,Tabor,3,3
comparison=abe6aced53c0ad9d3c0fe714,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Lola,Tabor,3,4
comparison=8f81f367ee7c9e7df39f732b,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Lola,Tabor,3,5
comparison=b6b6028ec0934d03e86d7841,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Lola,Tabor,3,6
comparison=de5547946f2c4900ec75edb4,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Lola,Wuschel,3,1
comparison=24117c6c97366ab82bba7cdb,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Lola,Wuschel,3,2
comparison=57acb28ec5e729862bb74750,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Lola,Wuschel,3,3
comparison=e1b47ae840d089e7834587ad,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Lola,Wuschel,3,4
comparison=3289f2434dd6bd5f60b39019,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Lola,Wuschel,3,5
comparison=3a7b6eb7f3958be27232a652,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Lola,Tabor,4,1
comparison=7174d01b1751e6ef07e9ded5,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Lola,Tabor,4,3
comparison=b4749b0ff4fc6b91162e84e1,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Lola,Tabor,4,4
comparison=f92b050a9fe8dda224304c33,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Lola,Tabor,4,5
comparison=daa4318f41e498972e76d391,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Lola,Tabor,4,6
comparison=a9f44f7090800363d47c9791,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Lola,Wuschel,4,1
comparison=f1b583379d8a1fc3394aca83,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Lola,Wuschel,4,2
comparison=be3f455cb4d789cb48f8985f,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Lola,Wuschel,4,3
comparison=81fc093e4c3f2c388f637f88,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Lola,Wuschel,4,4
comparison=bc6aa0f03b18eef66cf18fce,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=4,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Lola,Wuschel,4,5
comparison=32da417c348656ab2018506a,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Lola,Tabor,5,1
comparison=170dbc4c9622026d355433f1,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Lola,Tabor,5,3
comparison=8ab9215ccd5624c7e15ff7a2,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Lola,Tabor,5,4
comparison=a9f6f91632895517cd2caf0e,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Lola,Tabor,5,5
comparison=1002d04ee782e154cdd7f215,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Lola,Tabor,5,6
comparison=0c32aafdb484a55c276b4519,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Lola,Wuschel,5,1
comparison=0590cad207bfce9d6b47a0ef,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Lola,Wuschel,5,2
comparison=53af663cc44fbe5c56e2d249,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Lola,Wuschel,5,3
comparison=ec09a3d7da3e5fb8b872bc03,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Lola,Wuschel,5,4
comparison=e94c1057021f1ae1c3ed09f7,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=5,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Lola,Wuschel,5,5
comparison=1562bbfb88faea82fdc2750f,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Lola,Tabor,6,1
comparison=78cc7a6a92a9da3f8c657cf9,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Lola,Tabor,6,3
comparison=4567a07c4f77de7cb5ff3975,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Lola,Tabor,6,4
comparison=32d32f0f865fbf21a7b8fc83,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Lola,Tabor,6,5
comparison=43e15c3e84d9dfefaa89f746,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Lola,Tabor,6,6
comparison=33dde7855efb262a5957d2ee,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Lola,Wuschel,6,1
comparison=fc68b03fcce89082f890a269,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Lola,Wuschel,6,2
comparison=e9888e16ec6d7727a248ee52,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Lola,Wuschel,6,3
comparison=74dec9a81d31ba59798255f9,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Lola,Wuschel,6,4
comparison=c3003c970d3945d81d0a1855,C,before,non-partner,focal=Odin|conspecific=Lola|stage=before|session=6,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Lola,Wuschel,6,5
comparison=97de8855b0df7262818fc029,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Olympia,Tabor,1,1
comparison=c679313fbff39b16213f703d,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Olympia,Tabor,1,3
comparison=3824f26e7b78c0d06eb69a0f,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Olympia,Tabor,1,4
comparison=c23ae0b9c3d04f408ca5b48a,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Olympia,Tabor,1,5
comparison=9857b81999a7326c64800ae8,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Olympia,Tabor,1,6
comparison=b5b10baabd90231983c0fd11,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Olympia,Wuschel,1,1
comparison=5ee972ff05253c9bda59a4d5,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Olympia,Wuschel,1,2
comparison=4e5c63a79d72cb1f4b8b66dd,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Olympia,Wuschel,1,3
comparison=79a8771e08138c528ca07c84,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Olympia,Wuschel,1,4
comparison=b425c5824d809ad692e1fb71,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=1,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Olympia,Wuschel,1,5
comparison=a9978ed3b6e566eacfc0406f,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Olympia,Tabor,2,1
comparison=fcb899a883c795e48893e76c,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Olympia,Tabor,2,3
comparison=d6d2ad016c8c22a620e36ed1,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Olympia,Tabor,2,4
comparison=fdfc30b6b1a041450153e579,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Olympia,Tabor,2,5
comparison=6fd6b71613e85e86224539e6,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Olympia,Tabor,2,6
comparison=a5996e49cfeba97cfa0e0785,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Olympia,Wuschel,2,1
comparison=3ff59e5c55e0e5dab0bb2b39,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Olympia,Wuschel,2,2
comparison=46dbd013dd2cb4d7f2c7ff0e,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Olympia,Wuschel,2,3
comparison=5c9b71736193882b6d1e99f0,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Olympia,Wuschel,2,4
comparison=03f0a6fc47c067ad8701dab8,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=2,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Olympia,Wuschel,2,5
comparison=e665ec114a53d49665d5fdbe,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Olympia,Tabor,3,1
comparison=f4b3c5dcb4dba86949dd0eb8,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=3,Odin,Nougatti,Olympia,Tabor,3,3
comparison=56f005308b0530838d57d5ca,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=4,Odin,Nougatti,Olympia,Tabor,3,4
comparison=376542996ed77d6f6126d093,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=5,Odin,Nougatti,Olympia,Tabor,3,5
comparison=404f848246d23109c880fb40,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Tabor|stage=before|session=6,Odin,Nougatti,Olympia,Tabor,3,6
comparison=e2d0994350d3256497381c64,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=1,Odin,Nougatti,Olympia,Wuschel,3,1
comparison=7fbbdcc448b63545a3744a6b,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=2,Odin,Nougatti,Olympia,Wuschel,3,2
comparison=e78f43fb3c3c13e709d4dfa1,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=3,Odin,Nougatti,Olympia,Wuschel,3,3
comparison=f6464ba9174af3c1ce47ab67,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=4,Odin,Nougatti,Olympia,Wuschel,3,4
comparison=1587272b140129fa735a46a8,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=3,focal=Nougatti|conspecific=Wuschel|stage=before|session=5,Odin,Nougatti,Olympia,Wuschel,3,5
comparison=d6c83ef744e4bf3793fd0f07,C,before,non-partner,focal=Odin|conspecific=Olympia|stage=before|session=4,focal=Nougatti|conspecific=Tabor|stage=before|session=1,Odin,Nougatti,Olympia,Tabor,4,1
