pair,context,stage,individual_1,conspecific_1,session_number_1,session_1_id,individual_2,conspecific_2,session_number_2,session_2_id,comparison_id,group_id_1,group_id_2,n_seq_1,n_seq_2,metric,distance,z_distance,distance_01
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,2,Lola__Wuschel__after__2,Lola__Wuschel__after__2||Tabor__Nougatti__after__2,77,9,20,26,local_alignment,0.9507525563240051,-0.7404917403824595,0.24485406964111364
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,3,Lola__Wuschel__after__3,Lola__Wuschel__after__3||Tabor__Nougatti__after__2,77,10,20,29,transition_matrix,0.19201995432376862,-1.743671479411448,0.04983268363780185
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,3,Lola__Wuschel__after__3,Lola__Wuschel__after__3||Tabor__Nougatti__after__2,77,10,20,29,bigram,0.10448357462882996,-1.3121529537268126,0.06853785940547379
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,3,Lola__Wuschel__after__3,Lola__Wuschel__after__3||Tabor__Nougatti__after__2,77,10,20,29,repeat_A_len,0.527607798576355,0.20012978781652763,0.37314032432447014
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,3,Lola__Wuschel__after__3,Lola__Wuschel__after__3||Tabor__Nougatti__after__2,77,10,20,29,local_alignment,0.9277050495147705,-0.8181411520866774,0.2304377918223164
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,4,Lola__Wuschel__after__4,Lola__Wuschel__after__4||Tabor__Nougatti__after__2,77,11,20,12,transition_matrix,0.7781533002853394,-0.6361740573701447,0.3182177826155263
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,4,Lola__Wuschel__after__4,Lola__Wuschel__after__4||Tabor__Nougatti__after__2,77,11,20,12,bigram,0.3795536458492279,0.3039095575962302,0.41454867196688966
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,4,Lola__Wuschel__after__4,Lola__Wuschel__after__4||Tabor__Nougatti__after__2,77,11,20,12,repeat_A_len,0.6244215369224548,0.5425670275761525,0.4416099523758457
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,4,Lola__Wuschel__after__4,Lola__Wuschel__after__4||Tabor__Nougatti__after__2,77,11,20,12,local_alignment,1.1506010293960571,-0.06718175972054621,0.36985982984398014
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,5,Lola__Wuschel__after__5,Lola__Wuschel__after__5||Tabor__Nougatti__after__2,77,12,20,28,transition_matrix,0.5143467783927917,-1.1346357895453938,0.19742318872845088
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,5,Lola__Wuschel__after__5,Lola__Wuschel__after__5||Tabor__Nougatti__after__2,77,12,20,28,bigram,0.26242876052856445,-0.38421014757545535,0.2672172063473754
Tabor-Lola,Non-partner,after,Tabor,Nougatti,2,Tabor__Nougatti__after__2,Lola,Wuschel,5,Lola__Wuschel__after__5,Lola__Wuschel__after__5||Tabor__Nougatti__after__2,77,12,20,28,repeat_A_len,0.5157713890075684,0.1582635455802264,0.36476925453124165
