A_run_length_2,A_run_length_3,A_run_length_4,A_run_length_5
0.0,0.9997500624843788,0.0,0.0
0.0,0.4615029613106684,0.5384201215291131,0.0
0.9332711152589828,0.06666222251849876,0.0,0.0
0.9999166736105325,0.0,0.0,0.0
0.9998889012331964,0.0,0.0,0.0
0.8181074447777476,0.181801654395055,0.0,0.0
0.16663889351774702,0.8331944675887352,0.0,0.0
0.5999400059994001,0.3999600039996001,0.0,0.0
0.8887901344295079,0.11109876680368849,0.0,0.0
0.8748906386701663,0.1249843769528809,0.0,0.0
0.5998800239952009,0.3999200159968006,0.0,0.0
0.428510212826739,0.571346950435652,0.0,0.0
0.3999200159968006,0.5998800239952009,0.0,0.0
0.47616780153326027,0.47616780153326027,0.04761678015332603,0.0
0.9473185621809378,0.0526288090100521,0.0,0.0
0.5999400059994001,0.3999600039996001,0.0,0.0
0.9999444475306927,0.0,0.0,0.0
0.9999444475306927,0.0,0.0,0.0
